"max","min","mean","median","var","totalvar","auc","Xmax","Xmin","Xmean","Xmedian","Xvar","Xtotalvar","Xauc","Ymax","Ymin","Ymean","Ymedian","Yvar","Ytotalvar","Yauc","cover","state","subject","control","type"
"228","189","207.101851851852","206.5","77.4007442021461","990","22367","5.94711538461539","5.10407239819004","5.48521042306643","5.47089743589743","0.0206251122317597","16.9905368257599","592.402725691175","7.15544041450777","6.31363636363636","6.72061345080972","6.73055092482337","0.0299201330056734","14.6619176008377","725.82625268745","none","dynamic","06","bot","notouch"
"231","186","207.296296296296","207","85.0141917618553","993","22388","5.88177339901478","5.00947867298578","5.50390158032331","5.50732914525033","0.0187572682410557","14.5288054429407","594.421370674918","7.09452736318408","6.29857819905213","6.71554189080357","6.72751379325094","0.023075108276428","16.1293940285398","725.278524206785","none","dynamic","06","bot","notouch"
"232","188","209.555555555556","209","76.8286604361371","969","22632","5.74641148325359","5.13679245283019","5.48442675766884","5.50371008664848","0.0166282810335405","13.9044345482118","592.318089828235","7.18686868686869","6.39423076923077","6.71630971039419","6.70360402268297","0.0265484211580202","14.4306775573564","725.361448722572","none","dynamic","06","bot","notouch"
"232","188","209.555555555556","209","76.8286604361371","969","22632","5.74641148325359","5.13679245283019","5.48442675766884","5.50371008664848","0.0166282810335405","13.9044345482118","592.318089828235","7.18686868686869","6.39423076923077","6.71630971039419","6.70360402268297","0.0265484211580202","14.4306775573564","725.361448722572","none","dynamic","06","bot","notouch"
"232","188","209.555555555556","209","76.8286604361371","969","22632","5.74641148325359","5.13679245283019","5.48442675766884","5.50371008664848","0.0166282810335405","13.9044345482118","592.318089828235","7.18686868686869","6.39423076923077","6.71630971039419","6.70360402268297","0.0265484211580202","14.4306775573564","725.361448722572","none","dynamic","06","bot","notouch"
"232","188","209.555555555556","209","76.8286604361371","969","22632","5.74641148325359","5.13679245283019","5.48442675766884","5.50371008664848","0.0166282810335405","13.9044345482118","592.318089828235","7.18686868686869","6.39423076923077","6.71630971039419","6.70360402268297","0.0265484211580202","14.4306775573564","725.361448722572","none","dynamic","06","bot","notouch"
"232","188","209.555555555556","209","76.8286604361371","969","22632","5.74641148325359","5.13679245283019","5.48442675766884","5.50371008664848","0.0166282810335405","13.9044345482118","592.318089828235","7.18686868686869","6.39423076923077","6.71630971039419","6.70360402268297","0.0265484211580202","14.4306775573564","725.361448722572","none","dynamic","06","bot","notouch"
"416","244","295.305555555556","278.5","1664.90576323988","2376","31893","5.74705882352941","5.07932011331445","5.44997585766354","5.46334041423261","0.0240116267981353","15.9137327341501","588.597392627662","7.22549019607843","6.18796992481203","6.70218507345194","6.69105581421758","0.0352947374718133","13.2610685042568","723.83598793281","none","dynamic","06","bot","pat"
"407","246","295.37037037037","285.5","1361.28210453444","2109","31900","5.77397260273973","5.01801801801802","5.46145082320486","5.47451727097189","0.0241512164796791","12.7122303020181","589.836688906124","7.04511278195489","6.19496855345912","6.6683057234651","6.67072292894819","0.0330762400671213","14.5994491512885","720.177018134231","none","dynamic","06","bot","pat"
"433","238","281.981481481481","275","1035.30806507442","2124","30454","5.85258964143426","5.03225806451613","5.50845067470233","5.51380956351357","0.0305332365135727","14.8460127561146","594.912672867852","7.15602836879433","6.27142857142857","6.74458502561665","6.7454041468012","0.026613947709294","15.037140673445","728.415182766599","none","dynamic","06","bot","pat"
"398","226","284.398148148148","278","1148.14840775355","2092","30715","6.08646616541353","5.05978260869565","5.50578737872764","5.52336062184735","0.0342963617569678","14.4329645317021","594.625036902586","7.09929078014184","6.16034985422741","6.73672010683981","6.76427368743303","0.0332647140293238","14.3734052873869","727.565771538699","none","dynamic","06","bot","pat"
"398","226","284.398148148148","278","1148.14840775355","2092","30715","6.08646616541353","5.05978260869565","5.50578737872764","5.52336062184735","0.0342963617569678","14.4329645317021","594.625036902586","7.09929078014184","6.16034985422741","6.73672010683981","6.76427368743303","0.0332647140293238","14.3734052873869","727.565771538699","none","dynamic","06","bot","pat"
"398","226","284.398148148148","278","1148.14840775355","2092","30715","6.08646616541353","5.05978260869565","5.50578737872764","5.52336062184735","0.0342963617569678","14.4329645317021","594.625036902586","7.09929078014184","6.16034985422741","6.73672010683981","6.76427368743303","0.0332647140293238","14.3734052873869","727.565771538699","none","dynamic","06","bot","pat"
"398","226","284.398148148148","278","1148.14840775355","2092","30715","6.08646616541353","5.05978260869565","5.50578737872764","5.52336062184735","0.0342963617569678","14.4329645317021","594.625036902586","7.09929078014184","6.16034985422741","6.73672010683981","6.76427368743303","0.0332647140293238","14.3734052873869","727.565771538699","none","dynamic","06","bot","pat"
"398","226","284.398148148148","278","1148.14840775355","2092","30715","6.08646616541353","5.05978260869565","5.50578737872764","5.52336062184735","0.0342963617569678","14.4329645317021","594.625036902586","7.09929078014184","6.16034985422741","6.73672010683981","6.76427368743303","0.0332647140293238","14.3734052873869","727.565771538699","none","dynamic","06","bot","pat"
"502","219","311.055555555556","308.5","2511.64174454829","3494","33594","5.71985815602837","4.83707865168539","5.30771017120645","5.31725192449647","0.0385433558034809","17.4401541688307","573.232698490297","7.14828897338403","5.85714285714286","6.47215649570293","6.48566748566749","0.0791197294499371","22.4191915764","698.992901535916","none","dynamic","06","bot","rub"
"513","238","340.444444444444","332","3587.25856697819","4196","36768","5.6455223880597","4.8348623853211","5.26760608050271","5.24437750641281","0.0288072988557924","16.262795028442","568.901456694292","7.29076086956522","5.75","6.49993912852869","6.50759983186212","0.0892891552148751","20.9832540557608","701.993425881098","none","dynamic","06","bot","rub"
"417","226","318.138888888889","308","1949.52258566978","3690","34359","5.71333333333333","4.82828282828283","5.27508316106948","5.28649066306521","0.034236218352752","17.4951681558293","569.708981395504","7.12252964426877","5.896","6.4943598539706","6.45819533869541","0.0753774391450899","20.2894884663294","701.390864228825","none","dynamic","06","bot","rub"
"578","235","353.962962962963","333.5","5970.9518864659","5056","38228","5.68713450292398","4.65274725274725","5.23086786391026","5.25232212651489","0.0343550390668872","14.5979032932369","564.933729302308","7.04545454545455","5.98470948012232","6.46842346953662","6.48365938422882","0.0575994327037381","17.045731477749","698.589734709955","none","dynamic","06","bot","rub"
"578","235","353.962962962963","333.5","5970.9518864659","5056","38228","5.68713450292398","4.65274725274725","5.23086786391026","5.25232212651489","0.0343550390668872","14.5979032932369","564.933729302308","7.04545454545455","5.98470948012232","6.46842346953662","6.48365938422882","0.0575994327037381","17.045731477749","698.589734709955","none","dynamic","06","bot","rub"
"578","235","353.962962962963","333.5","5970.9518864659","5056","38228","5.68713450292398","4.65274725274725","5.23086786391026","5.25232212651489","0.0343550390668872","14.5979032932369","564.933729302308","7.04545454545455","5.98470948012232","6.46842346953662","6.48365938422882","0.0575994327037381","17.045731477749","698.589734709955","none","dynamic","06","bot","rub"
"578","235","353.962962962963","333.5","5970.9518864659","5056","38228","5.68713450292398","4.65274725274725","5.23086786391026","5.25232212651489","0.0343550390668872","14.5979032932369","564.933729302308","7.04545454545455","5.98470948012232","6.46842346953662","6.48365938422882","0.0575994327037381","17.045731477749","698.589734709955","none","dynamic","06","bot","rub"
"578","235","353.962962962963","333.5","5970.9518864659","5056","38228","5.68713450292398","4.65274725274725","5.23086786391026","5.25232212651489","0.0343550390668872","14.5979032932369","564.933729302308","7.04545454545455","5.98470948012232","6.46842346953662","6.48365938422882","0.0575994327037381","17.045731477749","698.589734709955","none","dynamic","06","bot","rub"
"469","225","324.87037037037","319.5","2846.97369331949","3703","35086","5.79497907949791","4.83202099737533","5.30010247496081","5.30377293577981","0.0424458422165615","15.7706615863333","572.411067295767","7.1740412979351","6.1285046728972","6.6750702551517","6.70528920507269","0.0514947080933931","17.3793623744082","720.907587556384","none","dynamic","06","bot","scratch"
"561","203","321.583333333333","312.5","3921.85280373832","5348","34731","6","4.75802469135802","5.30549118769261","5.27546999742467","0.0638326036409839","19.7068070637671","572.993048270802","7.41981132075472","5.93617021276596","6.62042539622471","6.6217052691356","0.0651852303327594","21.2021785335993","715.005942792268","none","dynamic","06","bot","scratch"
"486","231","326.935185185185","315.5","3940.15463828314","4312","35309","5.88461538461539","4.71030042918455","5.3032285478464","5.33181148748159","0.0483117933417244","15.3423743302878","572.748683167411","7.22083333333333","6.13698630136986","6.61779988394061","6.5989631573531","0.0567134157817679","18.6342850285365","714.722387465586","none","dynamic","06","bot","scratch"
"528","192","287.407407407407","281","3678.2062997577","4001","31040","5.95544554455446","4.87455197132616","5.41687003995543","5.40183733707728","0.0598362031600703","17.1764717142656","585.021964315186","7.16744186046512","5.86327077747989","6.62544110638876","6.61839107457428","0.0562831616139308","19.672761371147","715.547639489986","none","dynamic","06","bot","scratch"
"528","192","287.407407407407","281","3678.2062997577","4001","31040","5.95544554455446","4.87455197132616","5.41687003995543","5.40183733707728","0.0598362031600703","17.1764717142656","585.021964315186","7.16744186046512","5.86327077747989","6.62544110638876","6.61839107457428","0.0562831616139308","19.672761371147","715.547639489986","none","dynamic","06","bot","scratch"
"528","192","287.407407407407","281","3678.2062997577","4001","31040","5.95544554455446","4.87455197132616","5.41687003995543","5.40183733707728","0.0598362031600703","17.1764717142656","585.021964315186","7.16744186046512","5.86327077747989","6.62544110638876","6.61839107457428","0.0562831616139308","19.672761371147","715.547639489986","none","dynamic","06","bot","scratch"
"528","192","287.407407407407","281","3678.2062997577","4001","31040","5.95544554455446","4.87455197132616","5.41687003995543","5.40183733707728","0.0598362031600703","17.1764717142656","585.021964315186","7.16744186046512","5.86327077747989","6.62544110638876","6.61839107457428","0.0562831616139308","19.672761371147","715.547639489986","none","dynamic","06","bot","scratch"
"528","192","287.407407407407","281","3678.2062997577","4001","31040","5.95544554455446","4.87455197132616","5.41687003995543","5.40183733707728","0.0598362031600703","17.1764717142656","585.021964315186","7.16744186046512","5.86327077747989","6.62544110638876","6.61839107457428","0.0562831616139308","19.672761371147","715.547639489986","none","dynamic","06","bot","scratch"
"368","182","231.37962962963","214.5","1704.92930079612","2393","24989","5.92574257425743","5.03428571428571","5.46680131867136","5.4717618802539","0.0275305502494263","16.5774302640238","590.414542416506","7.14285714285714","5.83423913043478","6.67974516661775","6.74553224553225","0.0673501508704171","20.6185175498413","721.412477994717","none","dynamic","06","bot","stroke"
"327","182","227.666666666667","217","1051.32710280374","2311","24588","5.94418604651163","4.96655518394649","5.42786948690192","5.42546296296296","0.0360949804756866","20.9254336908012","586.209904585408","7.125","5.82191780821918","6.65146549936587","6.66824676491732","0.0410274523500823","18.1004957977529","718.358273931514","none","dynamic","06","bot","stroke"
"327","199","245.62962962963","240.5","679.300796123226","1574","26528","5.65065502183406","5.03076923076923","5.35974284123496","5.35815034330872","0.0148896973129502","13.3579017169023","578.852226853376","6.91941391941392","6.16216216216216","6.56275210465083","6.56858407079646","0.0287642752707197","16.4298542917936","708.77722730229","none","dynamic","06","bot","stroke"
"366","198","257.611111111111","246.5","1102.31464174455","1930","27822","5.69736842105263","4.91272727272727","5.34818893551341","5.33823945855633","0.0190237643385268","15.540928977676","577.604405035449","7.07103825136612","6.05622489959839","6.51875607425439","6.4970166047257","0.034812372561193","16.4251094557144","704.025656019474","none","dynamic","06","bot","stroke"
"366","198","257.611111111111","246.5","1102.31464174455","1930","27822","5.69736842105263","4.91272727272727","5.34818893551341","5.33823945855633","0.0190237643385268","15.540928977676","577.604405035449","7.07103825136612","6.05622489959839","6.51875607425439","6.4970166047257","0.034812372561193","16.4251094557144","704.025656019474","none","dynamic","06","bot","stroke"
"366","198","257.611111111111","246.5","1102.31464174455","1930","27822","5.69736842105263","4.91272727272727","5.34818893551341","5.33823945855633","0.0190237643385268","15.540928977676","577.604405035449","7.07103825136612","6.05622489959839","6.51875607425439","6.4970166047257","0.034812372561193","16.4251094557144","704.025656019474","none","dynamic","06","bot","stroke"
"366","198","257.611111111111","246.5","1102.31464174455","1930","27822","5.69736842105263","4.91272727272727","5.34818893551341","5.33823945855633","0.0190237643385268","15.540928977676","577.604405035449","7.07103825136612","6.05622489959839","6.51875607425439","6.4970166047257","0.034812372561193","16.4251094557144","704.025656019474","none","dynamic","06","bot","stroke"
"366","198","257.611111111111","246.5","1102.31464174455","1930","27822","5.69736842105263","4.91272727272727","5.34818893551341","5.33823945855633","0.0190237643385268","15.540928977676","577.604405035449","7.07103825136612","6.05622489959839","6.51875607425439","6.4970166047257","0.034812372561193","16.4251094557144","704.025656019474","none","dynamic","06","bot","stroke"
"364","219","283.009259259259","279.5","1144.85038075459","2887","30565","6.11153846153846","4.9830985915493","5.5841275316006","5.57650349650349","0.0353196804004668","14.3290722941179","603.085773412865","7.42172523961661","5.9478021978022","6.69321180546882","6.71732874531605","0.0628488684943891","19.3088381589761","722.866874990632","none","dynamic","06","bot","tickle"
"435","240","305.925925925926","300","1123.93838698512","3122","33040","5.97872340425532","4.99003322259136","5.46552069262195","5.44086629001883","0.0450250376007515","15.1316604135281","590.276234803171","7.003861003861","5.91494252873563","6.54184391984455","6.55289581586059","0.0510499306917844","19.2326923605186","706.519143343212","none","dynamic","06","bot","tickle"
"382","232","290.333333333333","288","689.289719626168","2216","31356","5.89752650176678","5.14285714285714","5.51118183232734","5.50313104291283","0.0263741705039015","14.50455392527","595.207637891353","7.21551724137931","6.22222222222222","6.65728116366679","6.66206661555499","0.0309640297452634","18.1615667916312","718.986365676013","none","dynamic","06","bot","tickle"
"413","229","296.203703703704","293.5","1335.80858428522","2996","31990","5.82335329341317","5.08203125","5.46830868069118","5.46824329668592","0.0224261534428755","14.0620320389773","590.577337514647","7.23728813559322","6.28618421052632","6.72823934041929","6.7319587628866","0.031211656742876","16.5057090103873","726.649848765283","none","dynamic","06","bot","tickle"
"413","229","296.203703703704","293.5","1335.80858428522","2996","31990","5.82335329341317","5.08203125","5.46830868069118","5.46824329668592","0.0224261534428755","14.0620320389773","590.577337514647","7.23728813559322","6.28618421052632","6.72823934041929","6.7319587628866","0.031211656742876","16.5057090103873","726.649848765283","none","dynamic","06","bot","tickle"
"413","229","296.203703703704","293.5","1335.80858428522","2996","31990","5.82335329341317","5.08203125","5.46830868069118","5.46824329668592","0.0224261534428755","14.0620320389773","590.577337514647","7.23728813559322","6.28618421052632","6.72823934041929","6.7319587628866","0.031211656742876","16.5057090103873","726.649848765283","none","dynamic","06","bot","tickle"
"413","229","296.203703703704","293.5","1335.80858428522","2996","31990","5.82335329341317","5.08203125","5.46830868069118","5.46824329668592","0.0224261534428755","14.0620320389773","590.577337514647","7.23728813559322","6.28618421052632","6.72823934041929","6.7319587628866","0.031211656742876","16.5057090103873","726.649848765283","none","dynamic","06","bot","tickle"
"413","229","296.203703703704","293.5","1335.80858428522","2996","31990","5.82335329341317","5.08203125","5.46830868069118","5.46824329668592","0.0224261534428755","14.0620320389773","590.577337514647","7.23728813559322","6.28618421052632","6.72823934041929","6.7319587628866","0.031211656742876","16.5057090103873","726.649848765283","none","dynamic","06","bot","tickle"
"595","458","530.62962962963","527.5","670.90827275874","1665","57308","5.47993019197208","4.89492753623188","5.09105115117242","5.0801103696281","0.00660858120290211","8.41656776461","549.833524326621","6.696","6.25092936802974","6.44809181559171","6.4605484312749","0.00869489411707021","10.7242243795503","696.393916083905","none","static","06","bot","constant"
"597","473","529.203703703704","529.5","515.023537556248","1960","57154","5.27992277992278","4.90018148820327","5.09224828530066","5.0940759989455","0.00700672386323437","7.91096888947624","549.962814812471","6.74212598425197","6.18760469011725","6.47540954451323","6.49352931447945","0.0110674656579324","12.0808275076629","699.344230807428","none","static","06","bot","constant"
"614","512","558.583333333333","556","496.151869158879","2210","60327","5.27958833619211","4.8125","5.0363168135128","5.0235414618158","0.00834917709760929","8.90744236012437","543.922215859382","6.60847457627119","6.24528301886792","6.45432368742869","6.45462172056132","0.00661870442392538","9.49879024325814","697.066958242299","none","static","06","bot","constant"
"645","448","572.703703703704","576.5","951.687088958117","1932","61852","5.3483606557377","4.86963696369637","5.04407597242337","5.05531042358804","0.00708391927406909","8.71410222220806","544.760205021724","6.70588235294118","6.22513089005236","6.46103569042858","6.45017806615279","0.00648865560511367","7.91923025103929","697.791854566286","none","static","06","bot","constant"
"645","448","572.703703703704","576.5","951.687088958117","1932","61852","5.3483606557377","4.86963696369637","5.04407597242337","5.05531042358804","0.00708391927406909","8.71410222220806","544.760205021724","6.70588235294118","6.22513089005236","6.46103569042858","6.45017806615279","0.00648865560511367","7.91923025103929","697.791854566286","none","static","06","bot","constant"
"645","448","572.703703703704","576.5","951.687088958117","1932","61852","5.3483606557377","4.86963696369637","5.04407597242337","5.05531042358804","0.00708391927406909","8.71410222220806","544.760205021724","6.70588235294118","6.22513089005236","6.46103569042858","6.45017806615279","0.00648865560511367","7.91923025103929","697.791854566286","none","static","06","bot","constant"
"645","448","572.703703703704","576.5","951.687088958117","1932","61852","5.3483606557377","4.86963696369637","5.04407597242337","5.05531042358804","0.00708391927406909","8.71410222220806","544.760205021724","6.70588235294118","6.22513089005236","6.46103569042858","6.45017806615279","0.00648865560511367","7.91923025103929","697.791854566286","none","static","06","bot","constant"
"645","448","572.703703703704","576.5","951.687088958117","1932","61852","5.3483606557377","4.86963696369637","5.04407597242337","5.05531042358804","0.00708391927406909","8.71410222220806","544.760205021724","6.70588235294118","6.22513089005236","6.46103569042858","6.45017806615279","0.00648865560511367","7.91923025103929","697.791854566286","none","static","06","bot","constant"
"341","274","298.574074074074","297","130.078573901004","1292","32246","5.85185185185185","5.31849315068493","5.57538633961753","5.57679487179487","0.00856808255724041","9.67485414915669","602.141724678694","7.15807560137457","6.54828660436137","6.96527087963475","6.97493064256309","0.0125422968655321","11.3944466082322","752.249255000553","none","static","06","bot","notouch"
"328","277","298.425925925926","298","91.9103496019384","1052","32230","5.79016393442623","5.34294871794872","5.56853513428578","5.5752811503385","0.00694887871657908","10.4148819583868","601.401794502864","7.17275747508306","6.76065573770492","6.97515258374861","6.9787595529113","0.00972955599650602","10.5559428121345","753.31647904485","none","static","06","bot","notouch"
"318","273","297.185185185185","297","91.6663205261336","1068","32096","5.79411764705882","5.36518771331058","5.56875530108057","5.56474498198047","0.00905963766772669","10.1418700679273","601.425572516702","7.23693379790941","6.75585284280936","6.96935409258845","6.97269338303821","0.0113293449961823","10.4170062836557","752.690241999552","none","static","06","bot","notouch"
"327","269","297.722222222222","298","129.510903426791","1373","32154","5.81848184818482","5.3687707641196","5.58604496206532","5.58540444581661","0.0103818777684434","12.2772774399109","603.292855903055","7.3271375464684","6.68910256410256","6.9884781091767","6.98486394557823","0.0138223972028836","13.2511412389055","754.755635791083","none","static","06","bot","notouch"
"327","269","297.722222222222","298","129.510903426791","1373","32154","5.81848184818482","5.3687707641196","5.58604496206532","5.58540444581661","0.0103818777684434","12.2772774399109","603.292855903055","7.3271375464684","6.68910256410256","6.9884781091767","6.98486394557823","0.0138223972028836","13.2511412389055","754.755635791083","none","static","06","bot","notouch"
"327","269","297.722222222222","298","129.510903426791","1373","32154","5.81848184818482","5.3687707641196","5.58604496206532","5.58540444581661","0.0103818777684434","12.2772774399109","603.292855903055","7.3271375464684","6.68910256410256","6.9884781091767","6.98486394557823","0.0138223972028836","13.2511412389055","754.755635791083","none","static","06","bot","notouch"
"327","269","297.722222222222","298","129.510903426791","1373","32154","5.81848184818482","5.3687707641196","5.58604496206532","5.58540444581661","0.0103818777684434","12.2772774399109","603.292855903055","7.3271375464684","6.68910256410256","6.9884781091767","6.98486394557823","0.0138223972028836","13.2511412389055","754.755635791083","none","static","06","bot","notouch"
"327","269","297.722222222222","298","129.510903426791","1373","32154","5.81848184818482","5.3687707641196","5.58604496206532","5.58540444581661","0.0103818777684434","12.2772774399109","603.292855903055","7.3271375464684","6.68910256410256","6.9884781091767","6.98486394557823","0.0138223972028836","13.2511412389055","754.755635791083","none","static","06","bot","notouch"
"434","267","312.694444444444","299","1558.06464174455","2595","33771","5.82428115015974","5.15309446254072","5.5466739750173","5.55943268305485","0.0187218159188643","15.261899895826","599.040789301869","7.34408602150538","6.42809364548495","6.93982264696452","6.95869408369408","0.0299070337811444","16.3671110086939","749.500845872168","none","static","06","bot","pat"
"468","248","313.231481481481","301","2149.61881273797","2901","33829","5.84014869888476","5.06493506493506","5.51488958874861","5.51361543393367","0.0233385483367797","14.4744904818929","595.60807558485","7.27210884353742","6.46380697050938","6.89513406498032","6.89285021599224","0.035188871682608","18.2322223275848","744.674479017875","none","static","06","bot","pat"
"469","257","314.287037037037","303","1744.09440983039","2720","33943","5.83333333333333","5.15138592750533","5.54859354893171","5.55793868679936","0.0164194135677134","14.2597089898202","599.248103284625","7.26428571428571","6.43489583333333","6.93322502267913","6.94547270151645","0.0274214543363187","15.8285945088516","748.788302449346","none","static","06","bot","pat"
"419","254","307.268518518519","303.5","1049.05806507442","2058","33185","5.87162162162162","5.2358803986711","5.56721097679664","5.56654149000606","0.0145998203240184","12.8049242427601","601.258785494038","7.34630350194552","6.46359223300971","6.94863057329643","6.95437215290156","0.0246422284470393","15.799671942542","750.452101916015","none","static","06","bot","pat"
"419","254","307.268518518519","303.5","1049.05806507442","2058","33185","5.87162162162162","5.2358803986711","5.56721097679664","5.56654149000606","0.0145998203240184","12.8049242427601","601.258785494038","7.34630350194552","6.46359223300971","6.94863057329643","6.95437215290156","0.0246422284470393","15.799671942542","750.452101916015","none","static","06","bot","pat"
"419","254","307.268518518519","303.5","1049.05806507442","2058","33185","5.87162162162162","5.2358803986711","5.56721097679664","5.56654149000606","0.0145998203240184","12.8049242427601","601.258785494038","7.34630350194552","6.46359223300971","6.94863057329643","6.95437215290156","0.0246422284470393","15.799671942542","750.452101916015","none","static","06","bot","pat"
"419","254","307.268518518519","303.5","1049.05806507442","2058","33185","5.87162162162162","5.2358803986711","5.56721097679664","5.56654149000606","0.0145998203240184","12.8049242427601","601.258785494038","7.34630350194552","6.46359223300971","6.94863057329643","6.95437215290156","0.0246422284470393","15.799671942542","750.452101916015","none","static","06","bot","pat"
"419","254","307.268518518519","303.5","1049.05806507442","2058","33185","5.87162162162162","5.2358803986711","5.56721097679664","5.56654149000606","0.0145998203240184","12.8049242427601","601.258785494038","7.34630350194552","6.46359223300971","6.94863057329643","6.95437215290156","0.0246422284470393","15.799671942542","750.452101916015","none","static","06","bot","pat"
"521","240","346.861111111111","333","4610.47585669782","4663","37461","5.60408163265306","4.75728155339806","5.1835570462116","5.15282560805647","0.0293480212550252","13.9659635984603","559.824160990853","7.10079575596817","5.73828125","6.41258466167118","6.44294660763613","0.0882430484643805","19.7425970831296","692.559143460487","none","static","06","bot","rub"
"616","234","367.740740740741","347","6831.25925925926","4967","39716","5.83122362869198","4.58657243816254","5.19781552953813","5.17555836240427","0.0610592216144441","18.2660000242396","561.364077190118","6.98006644518272","5.43019480519481","6.30355401847553","6.37214749800525","0.134744155993328","22.2782075537837","680.783833995357","none","static","06","bot","rub"
"452","237","329.148148148148","324","2545.15541709934","3321","35548","5.68852459016393","4.89598108747045","5.28060770300475","5.276952918166","0.0312089739988003","14.5281874179312","570.305631924513","6.89142857142857","5.54385964912281","6.32460601534023","6.33749326409641","0.0664977971811342","24.88377713188","683.057449656745","none","static","06","bot","rub"
"558","238","336.166666666667","326","3565.28037383178","3645","36306","5.75746268656716","5.1","5.38121497675841","5.37390939093909","0.021080005889687","16.367305158762","581.171217489908","6.96153846153846","5.92030848329049","6.44907826581949","6.43499927776975","0.0511939167049593","22.4483351632696","696.500452708505","none","static","06","bot","rub"
"558","238","336.166666666667","326","3565.28037383178","3645","36306","5.75746268656716","5.1","5.38121497675841","5.37390939093909","0.021080005889687","16.367305158762","581.171217489908","6.96153846153846","5.92030848329049","6.44907826581949","6.43499927776975","0.0511939167049593","22.4483351632696","696.500452708505","none","static","06","bot","rub"
"558","238","336.166666666667","326","3565.28037383178","3645","36306","5.75746268656716","5.1","5.38121497675841","5.37390939093909","0.021080005889687","16.367305158762","581.171217489908","6.96153846153846","5.92030848329049","6.44907826581949","6.43499927776975","0.0511939167049593","22.4483351632696","696.500452708505","none","static","06","bot","rub"
"558","238","336.166666666667","326","3565.28037383178","3645","36306","5.75746268656716","5.1","5.38121497675841","5.37390939093909","0.021080005889687","16.367305158762","581.171217489908","6.96153846153846","5.92030848329049","6.44907826581949","6.43499927776975","0.0511939167049593","22.4483351632696","696.500452708505","none","static","06","bot","rub"
"558","238","336.166666666667","326","3565.28037383178","3645","36306","5.75746268656716","5.1","5.38121497675841","5.37390939093909","0.021080005889687","16.367305158762","581.171217489908","6.96153846153846","5.92030848329049","6.44907826581949","6.43499927776975","0.0511939167049593","22.4483351632696","696.500452708505","none","static","06","bot","rub"
"887","224","418","413.5","9185.51401869159","7765","45144","5.66932270916335","4.78241262683202","5.26019694726026","5.25282096069869","0.0271954151544208","16.0831298044948","568.101270304108","6.89514066496164","5.6","6.36234841022396","6.36165463525835","0.0764659497533246","21.906053209496","687.133628304187","none","static","06","bot","scratch"
"754","238","417.685185185185","399.5","9330.18033921772","6149","45110","5.71513353115727","4.75862068965517","5.2313185598393","5.23988095238095","0.0361803862675612","12.6639633522693","564.982404462644","6.85326086956522","5.40927419354839","6.15480853446467","6.18701138147567","0.0883571336882285","21.3291318547771","664.719321722185","none","static","06","bot","scratch"
"909","308","570.351851851852","551","14065.0899965386","9419","61598","5.33333333333333","4.39209039548023","4.83319599612151","4.82650199841584","0.0271546228965813","13.3106878730771","521.985167581123","6.37987012987013","4.36182669789227","5.76835807733646","5.87824416350755","0.15932215859624","19.5345201032829","622.982672352338","none","static","06","bot","scratch"
"810","396","587.574074074074","582","7513.10661128418","9225","63458","5.16461916461916","4.4716049382716","4.838985190827","4.82038875361595","0.0191782497495025","13.881194554277","522.610400609316","6.64543889845095","5.36783216783217","5.94374433477612","5.94396861576225","0.0975580483313439","17.6517512858518","641.92438815582","none","static","06","bot","scratch"
"810","396","587.574074074074","582","7513.10661128418","9225","63458","5.16461916461916","4.4716049382716","4.838985190827","4.82038875361595","0.0191782497495025","13.881194554277","522.610400609316","6.64543889845095","5.36783216783217","5.94374433477612","5.94396861576225","0.0975580483313439","17.6517512858518","641.92438815582","none","static","06","bot","scratch"
"810","396","587.574074074074","582","7513.10661128418","9225","63458","5.16461916461916","4.4716049382716","4.838985190827","4.82038875361595","0.0191782497495025","13.881194554277","522.610400609316","6.64543889845095","5.36783216783217","5.94374433477612","5.94396861576225","0.0975580483313439","17.6517512858518","641.92438815582","none","static","06","bot","scratch"
"810","396","587.574074074074","582","7513.10661128418","9225","63458","5.16461916461916","4.4716049382716","4.838985190827","4.82038875361595","0.0191782497495025","13.881194554277","522.610400609316","6.64543889845095","5.36783216783217","5.94374433477612","5.94396861576225","0.0975580483313439","17.6517512858518","641.92438815582","none","static","06","bot","scratch"
"810","396","587.574074074074","582","7513.10661128418","9225","63458","5.16461916461916","4.4716049382716","4.838985190827","4.82038875361595","0.0191782497495025","13.881194554277","522.610400609316","6.64543889845095","5.36783216783217","5.94374433477612","5.94396861576225","0.0975580483313439","17.6517512858518","641.92438815582","none","static","06","bot","scratch"
"411","158","214.453703703704","201.5","2061.72680858429","2352","23161","5.99375","5","5.56133907447238","5.58273277897547","0.0388626075285146","19.1162566846338","600.624620043017","7.07784431137725","5.98260869565217","6.58905454158805","6.59885371753076","0.0472025247681003","22.1082174114936","711.617890491509","none","static","06","bot","stroke"
"322","156","213.953703703704","206","1417.31559363101","1822","23107","6.05113636363636","4.97378277153558","5.54796004957124","5.5493416959108","0.0404288257564921","18.2601369131839","599.179685353694","7.09815950920245","6.07843137254902","6.62613742004189","6.64629859387924","0.0347679077819737","17.5256562085481","715.622841364524","none","static","06","bot","stroke"
"281","166","214.287037037037","211","448.655157493943","1740","23143","6.08085106382979","5.02262443438914","5.55788324300213","5.57258771929824","0.0308769573664508","16.4874534681923","600.25139024423","7.20855614973262","6.16455696202532","6.63440232164984","6.63921568627451","0.0454713272587535","19.0281592614833","716.515450738183","none","static","06","bot","stroke"
